exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
deIndirecteRede_8	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Zijn deze zinnen goed? ---> Ik __________	Ik ben benieuwd of deze zinnen goed zijn.	Ik vraaf mezelf af of deze zinnen goed zijn.	NL_3	True	N/A
deIndirecteRede_8	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Zijn deze zinnen goed? ---> Ik __________	Ik ben benieuwd of deze zinnen goed zijn.	Ik ben benieuwd of deze zinnen goed zijn.	NL_4	True	N/A
deIndirecteRede_8	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Zijn deze zinnen goed? ---> Ik __________	Ik ben benieuwd of deze zinnen goed zijn.	Ik weet niet of deze zinnen goed zijn.	NL_5	True	N/A
deIndirecteRede_9	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Ik heb in de krant gelezen dat ... (een jongen - trakteren) ---> __________	Ik heb in de krant gelezen dat een jongen een politiebureau op croissants heeft getrakteerd.	Ik heb in de krant gelezen dat een jongen het politiebureau op croissants moet trakteren.	NL_1	True	N/A
deIndirecteRede_9	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Ik heb in de krant gelezen dat ... (een jongen - trakteren) ---> __________	Ik heb in de krant gelezen dat een jongen een politiebureau op croissants heeft getrakteerd.	Ik heb in de krant gelezen dat een jongen de politiebureau heeft getrakteert.	NL_2	False	['de politiebureau | het politiebureau', 'getrakteert | getrakteerd']
deIndirecteRede_9	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Ik heb in de krant gelezen dat ... (een jongen - trakteren) ---> __________	Ik heb in de krant gelezen dat een jongen een politiebureau op croissants heeft getrakteerd.	Ik heb in de krant gelezen dat een jongen de politiebureau in Zaandijk heeft getrakteerd met croissants na zijn diefstal.	NL_3	False	['de politiebureau | het politiebureau']
deIndirecteRede_9	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Ik heb in de krant gelezen dat ... (een jongen - trakteren) ---> __________	Ik heb in de krant gelezen dat een jongen een politiebureau op croissants heeft getrakteerd.	Ik heb in de krant gelezen dat een jongen de politiebureau op croissants moest trakteren van zijn vader.	NL_4	False	['de politiebureau | het politiebureau']
deIndirecteRede_9	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Ik heb in de krant gelezen dat ... (een jongen - trakteren) ---> __________	Ik heb in de krant gelezen dat een jongen een politiebureau op croissants heeft getrakteerd.	Ik heb in de krant gelezen dat een jongen als straf voor een diefstal het politiebureau op croissants moest trakteren.	NL_5	True	N/A
deIndirecteRede_10	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Natuurlijk was ik benieuwd waarom ... (hij - doen) ---> __________	Natuurlijk was ik benieuwd waarom hij dit gedaan had.	Natuurlijk was ik benieuwd waarom hij dit moest doen.	NL_1	True	N/A
deIndirecteRede_10	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Natuurlijk was ik benieuwd waarom ... (hij - doen) ---> __________	Natuurlijk was ik benieuwd waarom hij dit gedaan had.	Natuurlijk was ik benieuwd waarom hij dat heeft gedaan.	NL_2	True	N/A
deIndirecteRede_10	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Natuurlijk was ik benieuwd waarom ... (hij - doen) ---> __________	Natuurlijk was ik benieuwd waarom hij dit gedaan had.	Natuurlijk was ik benieuwd waarom hij geen grote misdaad of diefstal had gedaan.	NL_3	True	N/A
deIndirecteRede_10	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Natuurlijk was ik benieuwd waarom ... (hij - doen) ---> __________	Natuurlijk was ik benieuwd waarom hij dit gedaan had.	Natuurlijk was ik benieuwd waarom hij dit moest doen.	NL_4	True	N/A
deIndirecteRede_10	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	Natuurlijk was ik benieuwd waarom ... (hij - doen) ---> __________	Natuurlijk was ik benieuwd waarom hij dit gedaan had.	Natuurlijk was ik benieuwd waarom zijn vader wilde dat hij dat doet.	NL_5	False	['doet | deed']
deIndirecteRede_11	rephrase	Lees het volgende krantenartikel: --- Vader laat zoon politiebureau trakteren na diefstal. Negentig eurocent is niet heel veel, maar toch besloot een tiener uit het Nederlandse Wormerveer voor dat bedrag de supermarkt te beroven. Pech voor hem, want hij werd betrapt toen hij twee croissants naar buiten probeerde te smokkelen. De onhandige dief kwam ervanaf met een leerstraf, aangezien hij met zijn zestien jaar nog niet meerderjarig is. Maar zijn vader vond de straf niet goed genoeg en besloot hem nog een extra straf op te leggen. Van zijn eigen geld moest hij het politiebureau op croissants van de bewuste supermarkt trakteren. Dus werden de agenten verrast door een paar zakken met daarin tientallen lekkernijen. 'De jongen moest van zijn eigen zakgeld tientallen croissantjes kopen en deze samen met welgemeende excuses aanbieden op ons bureau in Zaandijk. Ook heeft hij excuses aangeboden aan de benadeelde winkel. We hebben zijn excuses geaccepteerd en de jongeman én zijn vader gecomplimenteerd met hoe zij met dit lichte vergrijp omgaan', schrijft de politie op Facebook. --- Maak nu op basis van het artikel de volgende zin af in de indirecte rede met behulp van de gegeven woorden.	In het artikel staat dat ... (twee croissants - naar buiten smokkelen) ---> __________	In het artikel staat dat hij twee croissants naar buiten had proberen te smokkelen in een supermarkt.	In het artikel staat dat hij twee croissants van de supermarkt naar buiten wilde smokkelen.	NL_1	True	N/A
